,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
156,VC_22_0,4,1800.0,1280.301176748602,0.5843584431247018,1.438767035649814e-05,3.3166247903554,4.69041575982343,6,6,1.0,3.869690516851134,1,1,1,"Mycobacterium~phage~Catdawg,Mycobacterium~phage~Dylan,Mycobacterium~virus~Corndog,Mycobacterium~virus~Firecracker"
157,VC_230_0,4,1083.9938775440312,341.10525349328884,0.7606445432010047,0.0004422835781525009,1.0,4.123105625617661,6,6,1.0,3.166014828637513,1,1,1,"Burkholderia~virus~Bcep1,Burkholderia~virus~Bcep43,Burkholderia~virus~Bcep781,Burkholderia~virus~BcepNY3"
158,VC_231_0,4,93.54445400411318,16.907871490833294,0.8469215436156038,0.0017026179106473802,2.6457513110645907,5.385164807134504,6,6,1.0,4.66733565814615,1,2,2,"Archaeal~BJ1~virus,Halorubrum~phage~CGphi46,NODE_5981_length_7339_cov_5.123970,NODE_604_length_19151_cov_3.878247"
159,VC_232_0,7,4062.5323558848627,0,1.0,0.0,1.7320508075688772,5.0990195135927845,21,21,1.0,3.9841079132583737,1,1,1,"Bacillus~virus~Andromeda,Bacillus~virus~Blastoid,Bacillus~virus~Curly,Bacillus~virus~Eoghan,Bacillus~virus~Finn,Bacillus~virus~Glittering,Bacillus~virus~Riggi"
160,VC_233_0,2,300.0,19.599898151917067,0.9386736408076058,0.08762212270000297,3.0,3.0,1,1,1.0,3.0,1,1,1,"Cellulophaga~phage~phi17:2,Cellulophaga~phage~phi4:1"
161,VC_234_0,4,1421.5264588582065,48.520762965307725,0.9669937385377863,0.006672896291846292,0.0,2.0,6,6,1.0,1.0,1,1,1,"Flavobacterium~phage~Fpv1,Flavobacterium~phage~Fpv2,Flavobacterium~phage~Fpv20,Flavobacterium~phage~Fpv3"
162,VC_235_0,2,45.07229294839793,11.17072155114911,0.8013847292762183,0.12078329348448641,6.855654600401044,6.855654600401044,1,1,1.0,6.855654600401044,1,1,1,"Cyanophage~PSS2,Synechococcus~phage~S-CBS2"
163,VC_236_0,2,26.007996372113336,26.1783657421039,0.4983676830201568,0.10564977366685535,7.681145747868608,7.681145747868608,1,1,1.0,7.681145747868608,1,2,1,"Lactobacillus~phage~LBR48,Listeria~phage~B054"
164,VC_238_0,6,1927.8465514388597,18.548521584920866,0.9904703203157491,0.0002613668035202799,2.449489742783178,3.872983346207417,15,15,1.0,3.315616287258082,1,1,1,"Lactobacillus~phage~Ld17,Lactobacillus~phage~Ld25A,Lactobacillus~phage~Ld3,Lactobacillus~phage~phiLdb,Lactobacillus~virus~LLKu,Lactobacillus~virus~c5"
165,VC_239_0,4,145.1366598168808,48.00035542285865,0.751469932559141,0.0017026179106473802,0.0,2.449489742783178,6,6,1.0,1.9663264951887853,1,1,1,"Vibrio~phage~VEJphi,Vibrio~phage~VGJphi,Vibrio~phage~VSK,Vibrio~virus~fs1"
166,VC_23_0,2,300.0,10099.882985153072,0.028846478410216883,0.04447838202932534,5.196152422706632,5.196152422706632,1,1,1.0,5.196152422706632,1,1,1,"Bacillus~phage~BCP78,Bacillus~phage~TsarBomba"
167,VC_23_1,2,300.0,12126.88428832826,0.024141208129037615,0.06238366750362732,8.54400374531753,8.54400374531753,1,1,1.0,8.54400374531753,1,1,1,"Bacillus~phage~B4,Bacillus~phage~Spock"
168,VC_23_2,5,3000.0,21481.038786130088,0.12254381957434225,3.933264290101804e-08,6.708203932499369,9.797958971132712,10,6,0.6,8.384936312993805,1,1,1,"Bacillus~phage~BCP8-2,Bacillus~phage~Bcp1,Bacillus~phage~Deep~Blue,Bacillus~phage~JBP901,Bacillus~phage~vB_BceM_Bc431v3"
169,VC_23_3,3,900.0,11077.24665205151,0.07514247858007035,0.0015152184294852699,6.0,8.246211251235321,3,3,1.0,7.456749885290428,1,1,1,"Bacillus~phage~Bobb,Bacillus~phage~Bp8p-C,Bacillus~phage~phiAGATE"
170,VC_23_4,2,300.0,7793.227182283805,0.0370680314839925,0.04403513375407391,6.48074069840786,6.48074069840786,1,1,1.0,6.48074069840786,1,1,1,"Bacillus~phage~Grass,Bacillus~phage~phiNIT1"
171,VC_23_5,2,300.0,8160.630646072062,0.03545834968452123,0.044092387157275294,8.54400374531753,8.54400374531753,1,1,1.0,8.54400374531753,1,1,1,"Bacillus~phage~Eldridge,Bacillus~phage~Moonbeam"
172,VC_23_8,4,1800.0,21894.253337211776,0.07596778739480699,1.5465324975519688e-05,3.7416573867739413,7.416198487095663,6,6,1.0,6.044893186969472,1,1,1,"Bacillus~phage~Bastille,Bacillus~phage~CAM003,Bacillus~phage~Evoli,Bacillus~phage~Hoody~T"
173,VC_23_9,5,3000.0,26183.537976388947,0.10279768006288893,1.3838322000437398e-07,5.477225575051661,7.810249675906654,10,10,1.0,7.141283911970801,1,1,1,"Bacillus~phage~AvesoBmore,Bacillus~phage~BigBertha,Bacillus~phage~Phrodo,Bacillus~phage~Riley,Bacillus~phage~Troll"
174,VC_240_0,4,1800.0,1785.9565827977508,0.501958113111243,0.03146822730310706,3.1622776601683795,6.164414002968976,6,6,1.0,4.8132942522803885,1,1,1,"Caulobacter~virus~Karma,Caulobacter~virus~Magneto,Caulobacter~virus~Swift,Caulobacter~virus~phiCbK"
175,VC_241_0,4,588.1251532018185,230.4470632691006,0.7184768079930459,0.0012073244568794233,2.8284271247461903,4.58257569495584,6,6,1.0,3.939110795939051,1,1,1,"Haloarcula~californiae~icosahedral~virus~1,Haloarcula~hispanica~icosahedral~virus~2,Haloarcula~hispanica~virus~PH1,Haloarcula~hispanica~virus~SH1"
176,VC_242_0,2,3.909721788997409,5.348153515715005,0.42231307511857447,0.14442218317324246,4.69041575982343,4.69041575982343,1,1,1.0,4.69041575982343,1,1,1,"Halovirus~HRTV-4,Halovirus~HSTV-1"
177,VC_243_0,5,260.7314146606595,13.073485733177339,0.9522525502123131,0.007124039836173583,2.449489742783178,4.358898943540674,10,10,1.0,3.4821546935884604,1,1,1,"NODE_1554_length_13334_cov_72.193313,NODE_2759_length_10537_cov_6.596165,NODE_279_length_25580_cov_12.904878,NODE_316_length_24202_cov_26.956848,NODE_3595_length_9329_cov_5.808173"
178,VC_244_0,5,741.695012387235,0,1.0,0.0,2.23606797749979,7.54983443527075,10,10,1.0,5.979194963284849,1,1,1,"Aeromonas~phage~pAh6-C,Enterobacteria~phage~phiEcoM-GJ1,Erwinia~phage~vB_EamM-Y2,Pectobacterium~phage~PM1,Shewanella~phage~Spp001"
179,VC_245_0,2,108.21016975012337,89.4751034567511,0.5473860950526303,0.09941528922741422,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Cyanophage~PP,Phormidium~virus~WMP3"
180,VC_246_0,4,229.60905617733417,57.29200567381969,0.8003074463922928,0.007107019434541023,2.23606797749979,4.123105625617661,6,6,1.0,3.6623023893498012,1,1,1,"Gordonia~phage~GMA5,Gordonia~phage~GRU3,Gordonia~phage~McGonagall,Rhodococcus~phage~RRH1"
181,VC_247_0,4,1597.0717232083337,1.4790149790472469,0.9990747775821466,0.10564977366685535,3.4641016151377544,4.69041575982343,6,6,1.0,4.281872265679157,1,1,1,"Bacillus~phage~Slash,Bacillus~phage~Stahl,Bacillus~phage~Staley,Bacillus~phage~Stills"
182,VC_248_0,3,500.33437646149093,14.24306106517306,0.9723208597453614,0.014092901073953692,2.6457513110645907,5.0,3,3,1.0,4.039295755354723,1,1,1,"Sulfitobacter~phage~NYA-2014a,Sulfitobacter~phage~pCB2047-A,Sulfitobacter~phage~pCB2047-C"
183,VC_249_0,2,35.18966878572061,4.970570504289185,0.8762315516002003,0.18554668476134878,6.48074069840786,6.48074069840786,1,1,1.0,6.48074069840786,1,1,1,"Cellulophaga~phage~phiSM,Flavobacterium~phage~FCL-2"
184,VC_24_0,5,3000.0,5044.746950802404,0.37291415358947644,9.314550153197437e-08,3.3166247903554,5.0,10,10,1.0,4.4460581453760994,1,1,1,"Escherichia~phage~FFH2,Escherichia~phage~FV3,Escherichia~phage~JES2013,Escherichia~phage~V5,Escherichia~phage~slur16"
185,VC_24_1,2,300.0,4707.831292252035,0.059906171452730625,0.06509512249395072,5.830951894845301,5.830951894845301,1,1,1.0,5.830951894845301,1,1,1,"Salmonella~phage~PVP-SE1,Salmonella~phage~SSE121"
186,VC_24_2,2,300.0,4423.544007765773,0.06351163438019908,0.06918898321678847,6.082762530298219,6.082762530298219,1,1,1.0,6.082762530298219,1,1,1,"Cronobacter~phage~vB_CsaM_GAP31,Escherichia~phage~4MG"
187,VC_250_0,2,14.593242120065193,23.064895298490654,0.3875189566033728,0.17288929307558015,2.0,2.0,1,1,1.0,2.0,1,1,1,"Enterobacteria~phage~Ike,Escherichia~virus~I22"
188,VC_251_0,3,89.10245409167034,15.852560456529357,0.8489585226130457,0.024872995360751497,1.0,2.0,3,3,1.0,1.5773502691896255,1,1,1,"Ralstonia~phage~RSS0,Ralstonia~phage~RSS1,Ralstonia~phage~RSS20"
189,VC_252_0,4,33.458894537919974,7.009458265073862,0.8267916092558306,0.08990481486729629,2.0,2.449489742783178,6,6,1.0,2.224744871391589,1,1,1,"Stenotrophomonas~phage~PSH1,Stenotrophomonas~phage~SMA7,Stenotrophomonas~phage~SMA9,Stenotrophomonas~phage~phiSHP2"
190,VC_253_0,5,1363.0742344267685,0,1.0,0.0,1.4142135623730951,2.8284271247461903,10,10,1.0,2.4112623256523604,1,1,1,"Vibrio~phage~J2,Vibrio~phage~QH,Vibrio~phage~VP2,Vibrio~phage~VP5,Vibrio~phage~phiVC8"
191,VC_254_0,3,17.876736901990494,3.852310151817517,0.822711500312095,0.023427088801936845,0.0,0.0,3,3,1.0,0.0,1,1,1,"Enterobacteria~phage~FI~sensu~lato,Escherichia~virus~FI,Escherichia~virus~Qbeta"
192,VC_255_0,4,262.7814100634639,0,1.0,0.0,2.0,5.0,6,6,1.0,3.9407137048877856,1,1,1,"Bacillus~phage~Bam35c,Bacillus~phage~GIL16c,Bacillus~phage~Wip1,Bacillus~virus~AP50"
193,VC_257_0,2,10.766491570045268,2.2359795638442224,0.8280342605017296,0.27014568730370997,7.54983443527075,7.54983443527075,1,1,1.0,7.54983443527075,1,1,1,"Brucella~phage~BiPBO1,Rhizobium~phage~16-3"
194,VC_258_0,3,191.15722654998154,46.46082902512865,0.8044726487106425,0.04042779918502612,1.4142135623730951,1.7320508075688772,3,3,1.0,1.626105059170283,1,1,1,"Clostridium~phage~phiCP7R,Clostridium~phage~phiCPV4,Clostridium~phage~phiZP2"
195,VC_259_0,4,798.9403607184231,0,1.0,0.0,2.8284271247461903,3.872983346207417,6,6,1.0,3.4234031755960164,1,1,1,"Clostridium~phage~phiCP13O,Clostridium~phage~phiCP26F,Clostridium~phage~phiCP34O,Clostridium~phage~phiCP39-O"
196,VC_25_0,8,3254.5399201700397,4882.767618890305,0.39995292110415404,2.898455921724777e-19,5.196152422706632,7.483314773547883,28,28,1.0,6.283967109154438,3,1,1,"Mycobacterium~phage~Butters,Mycobacterium~phage~Carcharodon,Mycobacterium~phage~Charlie,Mycobacterium~phage~MichelleMyBell,Mycobacterium~phage~Panchino,Mycobacterium~phage~Phrann,Mycobacterium~phage~Redi,Mycobacterium~phage~Xeno"
197,VC_260_0,3,58.8573279841945,23.064895298490654,0.7184537433889983,0.036099098850828765,0.0,2.0,3,3,1.0,1.3333333333333333,2,1,1,"Enterobacteria~phage~If1,Enterobacteria~phage~fd,Escherichia~virus~M13"
198,VC_261_0,3,421.79324819624935,4.970570504289185,0.9883528774313057,0.04042779918502612,2.23606797749979,3.7416573867739413,3,3,1.0,3.19442554657924,1,1,1,"Flavobacterium~phage~1H,Flavobacterium~phage~2A,Flavobacterium~phage~6H"
199,VC_262_0,3,18.4740411611482,1.0406346235181063,0.9466742550580427,0.18554668476134878,2.0,2.8284271247461903,3,3,1.0,2.4259722891764564,2,2,1,"Halogeometricum~pleomorphic~virus~1,NODE_12451_length_5045_cov_3.763126,NODE_6143_length_7246_cov_7.215964"
200,VC_263_0,2,68.0633318667891,13.67674601209491,0.832680046716373,0.18554668476134878,4.0,4.0,1,1,1.0,4.0,1,1,1,"Halovirus~HHTV-1,NODE_41_length_45895_cov_8.323364"
201,VC_264_0,4,445.9927681125263,0,1.0,0.0,1.0,3.4641016151377544,6,6,1.0,2.3739359276317544,1,1,1,"Helicobacter~phage~1961P,Helicobacter~phage~KHP30,Helicobacter~phage~KHP40,Helicobacter~phage~phiHP33"
202,VC_266_0,2,6.992797968853381,4.05038563537696,0.6332230106338748,0.5,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"NODE_2688_length_10644_cov_4.432335,NODE_8256_length_6243_cov_3.193439"
203,VC_267_0,2,16.348474345055862,15.437901785903412,0.5143233150485746,0.14442218317324246,3.7416573867739413,3.7416573867739413,1,1,1.0,3.7416573867739413,1,1,1,"NODE_313_length_24379_cov_18.864414,NODE_330_length_23855_cov_32.749328"
204,VC_268_0,3,91.99046250515758,6.394801687233418,0.9350024443220637,0.04042779918502612,1.0,2.23606797749979,3,3,1.0,1.74535599249993,1,1,1,"Ralstonia~phage~RS603,Ralstonia~phage~RSM1,Ralstonia~phage~RSM3"
205,VC_269_0,2,11.260848911674874,8.575899923451605,0.5676761351000427,0.17288929307558015,2.0,2.0,1,1,1.0,2.0,1,1,1,"Ralstonia~phage~PE226,Ralstonia~phage~p12J"
206,VC_26_0,2,300.0,828.7972021211095,0.26576961693054657,0.046914976990594694,2.449489742783178,2.449489742783178,1,1,1.0,2.449489742783178,1,1,1,"Bacillus~phage~CampHawk,Bacillus~virus~SPO1"
207,VC_26_1,3,900.0,678.4481486197689,0.5701802753463778,0.0028256143533039197,2.6457513110645907,5.830951894845301,3,3,1.0,4.68148918957997,1,1,1,"Bacillus~phage~CP-51,Bacillus~phage~JL,Bacillus~phage~Shanette"
208,VC_270_0,3,166.47758922070722,19.29910001335918,0.8961166759245904,0.07445733658938286,6.324555320336759,6.928203230275509,3,3,1.0,6.577833083006709,1,1,1,"Streptomyces~phage~SF1,Streptomyces~phage~SF3,Streptomyces~phage~VWB"
209,VC_271_0,3,270.06332727487853,0,1.0,0.0,2.0,4.69041575982343,3,3,1.0,3.72085057160767,1,1,1,"Acidianus~bottle-shaped~virus,Acidianus~bottle-shaped~virus~2,Acidianus~bottle-shaped~virus~3"
210,VC_272_0,2,4.308320677368951,1.6925931377342245,0.7179441015342889,0.5,7.280109889280518,7.280109889280518,1,1,1.0,7.280109889280518,1,1,1,"Puniceispirillum~phage~HMO-2011,Vibrio~phage~CHOED"
211,VC_273_0,3,469.7555245232502,0,1.0,0.0,2.23606797749979,3.605551275463989,3,3,1.0,3.001298971044053,1,1,1,"Cellulophaga~phage~phi12:1,Cellulophaga~phage~phi17:1,Cellulophaga~phage~phi18:1"
212,VC_274_0,3,71.45840880228602,0,1.0,0.0,4.58257569495584,4.898979485566356,3,3,1.0,4.688043625159345,1,1,1,"Clavibacter~phage~CMP1,Clavibacter~phage~CN1A,Microbacterium~phage~vB_MoxS-ISF9"
213,VC_275_0,2,184.92854256568882,56.07968736728802,0.7673121478760975,0.27014568730370997,1.0,1.0,1,1,1.0,1.0,1,2,2,"Cyanophage~MED4-117,Prochlorococcus~phage~MED4-184"
214,VC_276_0,3,184.40859634981047,0,1.0,0.0,2.8284271247461903,3.605551275463989,3,3,1.0,3.34650989189139,1,1,1,"Edwardsiella~phage~KF-1,Pseudoalteromonas~phage~PH1,Vibrio~phage~VPMS1"
215,VC_277_0,2,4.131973028654613,1.0406346235181063,0.79881817963112,0.5,2.6457513110645907,2.6457513110645907,1,1,1.0,2.6457513110645907,2,2,1,"Halorubrum~pleomorphic~virus~3,NODE_2511_length_10937_cov_9.346719"
216,VC_278_0,2,5.952736276635327,3.0013571704828657,0.6648061371920537,0.5,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Halovirus~VNH-1,NODE_1884_length_12236_cov_33.662097"
217,VC_279_0,2,11.298605348422313,1.135813985864,0.9086556472538979,0.5,4.123105625617661,4.123105625617661,1,1,1.0,4.123105625617661,1,1,1,"Lactococcus~phage~bIL310,Lactococcus~phage~bIL312"
218,VC_27_0,2,300.0,3517.4603920292225,0.07858627705120234,0.04520192518473396,2.449489742783178,2.449489742783178,1,1,1.0,2.449489742783178,1,1,1,"Escherichia~Stx1~converting~phage,Escherichia~phage~Stx2~II"
219,VC_27_1,13,8614.204770785136,6370.760155398242,0.5748565187318824,1.8873323830301803e-40,2.8284271247461903,9.38083151964686,78,71,0.9102564102564102,7.626793341651421,3,1,1,"Enterobacteria~phage~933W,Enterobacteria~phage~VT2-Sakai,Enterobacteria~phage~VT2phi_272,Escherichia~phage~Min27,Escherichia~phage~P13374,Escherichia~phage~PA2,Escherichia~phage~TL-2011c,Escherichia~phage~phi191,Escherichia~phage~vB_EcoP_24B,Shigella~phage~75/02~Stx,Shigella~phage~POCJ13,Shigella~phage~Ss-VASD,Stx2-converting~phage~86"
220,VC_280_0,2,156.15909633421498,64.82682089320997,0.7066472755071798,0.27014568730370997,6.928203230275509,6.928203230275509,1,1,1.0,6.928203230275509,1,1,1,"Pseudomonas~phage~Lu11,Pseudomonas~phage~PaBG"
221,VC_281_0,2,8.682995358843604,5.371827913478142,0.6177947022601902,0.5,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"Pseudomonas~phage~phi12,Pseudomonas~phage~phi2954"
222,VC_282_0,2,5.312576700097027,3.5912178470026053,0.596664340354481,0.5,7.483314773547883,7.483314773547883,1,1,1.0,7.483314773547883,1,1,1,"Rhizobium~phage~vB_RleS_L338C,Vibrio~phage~SIO-2"
223,VC_283_0,3,92.19686179890985,0,1.0,0.0,0.0,2.0,3,3,1.0,1.3333333333333333,1,1,1,"Spiroplasma~phage~1-C74,Spiroplasma~phage~1-R8A2B,Spiroplasma~virus~SkV1CR23x"
224,VC_284_0,3,453.3913528664275,0,1.0,0.0,1.4142135623730951,4.242640687119285,3,3,1.0,3.299831645537221,1,1,1,"Streptomyces~phage~TP1604,Streptomyces~phage~YDN12,Streptomyces~phage~phiSAJS1"
225,VC_285_0,3,82.0030764159682,0,1.0,1,0.0,0.0,3,3,1.0,0.0,1,1,1,"Uncultured~phage~WW-nAnB~strain~2,Uncultured~phage~WW-nAnB~strain~3,uncultured~phage~WW-nAnB"
226,VC_286_0,2,41.894940586287646,0,1.0,0.0,5.830951894845301,5.830951894845301,1,1,1.0,5.830951894845301,2,1,1,"Arthrobacter~phage~BarretLemon,Arthrobacter~phage~vB_ArtM-ArV1"
227,VC_287_0,2,288.4168625078945,0,1.0,0.0,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Arthrobacter~phage~KellEzio,Arthrobacter~phage~Kitkat"
228,VC_289_0,2,46.14412778541826,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Cellulophaga~phage~phi12:2,Cellulophaga~phage~phi12a:1"
229,VC_28_0,3,377.3328141177067,3187.582342822009,0.1058462256480814,0.001517710916844009,5.196152422706632,7.280109889280518,3,3,1.0,6.158754103995716,1,1,1,"Enterobacteria~phage~HK629,Enterobacteria~phage~HK630,Escherichia~virus~Lambda"
230,VC_28_1,5,567.2089705281786,2336.6090562730687,0.19533213351974324,3.644353689990791e-07,6.244997998398398,9.0,10,9,0.9,7.7388056818204145,2,2,2,"Enterobacteria~phage~HK225,Enterobacteria~phage~mEp237,Enterobacteria~phage~phi80,Escherichia~virus~N15,Phage~Gifsy-1"
231,VC_290_0,2,213.35472930936015,0,1.0,0.0,4.123105625617661,4.123105625617661,1,1,1.0,4.123105625617661,1,1,1,"Escherichia~virus~P1,Salmonella~phage~SJ46"
232,VC_292_0,2,101.3352152554724,0,1.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1,1,"Methanobacterium~phage~psiM2,Methanothermobacter~phage~psiM100"
233,VC_293_0,2,300.0,0,1.0,0.0,3.1622776601683795,3.1622776601683795,1,1,1.0,3.1622776601683795,1,1,1,"Microcystis~phage~MaMV-DC,Microcystis~virus~Ma-LMM01"
234,VC_294_0,2,16.36754310557717,0,1.0,0.0,3.4641016151377544,3.4641016151377544,1,1,1.0,3.4641016151377544,1,1,1,"NODE_1100_length_15272_cov_6.442137,NODE_528_length_19879_cov_21.729469"
235,VC_295_0,2,4.9073440061025915,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"NODE_2314_length_11303_cov_12.548986,NODE_4569_length_8361_cov_10.415001"
236,VC_296_0,2,7.40536628287821,0,1.0,0.0,3.1622776601683795,3.1622776601683795,1,1,1.0,3.1622776601683795,1,1,1,"NODE_2975_length_10177_cov_6.440624,NODE_802_length_17175_cov_4.003621"
237,VC_297_0,2,3.9285063199365537,0,1.0,0.0,3.4641016151377544,3.4641016151377544,1,1,1.0,3.4641016151377544,1,1,1,"NODE_4338_length_8562_cov_3.171506,NODE_49_length_43904_cov_4.253164"
238,VC_298_0,2,163.97488367928932,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Nonlabens~phage~P12024L,Nonlabens~phage~P12024S"
239,VC_299_0,2,126.7298669391182,0,1.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1,1,"Phormidium~phage~MIS-PhV1A,Phormidium~phage~MIS-PhV1B"
240,VC_29_0,2,300.0,2212.147818511804,0.11941972434477202,0.04428111848428261,4.898979485566356,4.898979485566356,1,1,1.0,4.898979485566356,1,1,1,"Sinorhizobium~phage~phiM12,Sinorhizobium~phage~phiN3"
241,VC_2_0,2,300.0,23358.413061832984,0.012680478577152583,0.04318615813529853,5.477225575051661,5.477225575051661,1,1,1.0,5.477225575051661,1,1,1,"Yersinia~phage~phiR1-RT,Yersinia~phage~vB_YenM_TG1"
242,VC_2_10,27,105300.0,232738.18557174323,0.3115032694365582,9.034697168921796e-170,2.449489742783178,8.888194417315589,351,351,1.0,6.968805022203175,1,1,1,"Enterobacteria~phage~RB27,Enterobacteria~phage~RB51,Enterobacteria~phage~RB68,Escherichia~phage~AR1,Escherichia~phage~ECML-134,Escherichia~phage~HY01,Escherichia~phage~HY03,Escherichia~phage~RB3,Escherichia~phage~UFV-AREG1,Escherichia~phage~ime09,Escherichia~phage~slur02,Escherichia~phage~slur07,Escherichia~phage~slur14,Escherichia~phage~vB_EcoM-UFV13,Escherichia~phage~vB_EcoM_112,Escherichia~phage~vB_EcoM_ACG-C40,Escherichia~phage~wV7,Escherichia~virus~RB14,Escherichia~virus~RB32,Escherichia~virus~T4,Shigella~phage~SHBML-50-1,Shigella~phage~SHFML-11,Shigella~phage~SHFML-26,Shigella~phage~Shfl2,Shigella~phage~pSs-1,Yersinia~phage~PST,Yersinia~phage~phiD1"
243,VC_2_2,5,3000.0,71409.28003497956,0.04031755177028604,3.2461872995042586e-07,6.324555320336759,8.366600265340756,10,10,1.0,7.3242577665528925,1,1,1,"Escherichia~phage~vB_EcoM_VR20,Escherichia~phage~vB_EcoM_VR25,Escherichia~phage~vB_EcoM_VR26,Escherichia~phage~vB_EcoM_VR7,Shigella~phage~SP18"
244,VC_2_3,8,8400.0,109199.44552852015,0.07142890820826903,2.8330359047458296e-17,4.0,8.660254037844387,28,28,1.0,7.157242025791133,1,1,1,"Enterobacteria~phage~Bp7,Enterobacteria~phage~IME08,Enterobacteria~phage~JS10,Enterobacteria~phage~vB_EcoM_VR5,Escherichia~phage~JS98,Escherichia~phage~MX01,Escherichia~phage~QL01,Escherichia~phage~WG01"
245,VC_2_4,2,300.0,27924.18727554377,0.010629181172559385,0.04644112130017031,5.656854249492381,5.656854249492381,1,1,1.0,5.656854249492381,1,1,1,"Klebsiella~phage~JD18,Klebsiella~phage~vB_KpnM_KpV477"
246,VC_2_6,2,300.0,28556.363081124975,0.01039632053272267,0.05637146004607398,6.164414002968976,6.164414002968976,1,1,1.0,6.164414002968976,1,1,1,"Enterobacter~phage~CC31,Enterobacter~phage~PG7"
247,VC_2_7,4,1800.0,54254.77155358847,0.032111450106958275,2.6401256575968778e-05,6.082762530298219,8.06225774829855,6,6,1.0,7.365997913608258,1,1,1,"Salmonella~phage~STML-198,Salmonella~phage~STP4-a,Salmonella~phage~vB_SenMS16,Salmonella~phage~vB_SnwM_CGG4-1"
248,VC_2_8,2,300.0,28631.930403918715,0.010369166378174552,0.05345417286720927,7.745966692414834,7.745966692414834,1,1,1.0,7.745966692414834,1,1,1,"Citrobacter~phage~Merlin,Citrobacter~phage~Moon"
249,VC_2_9,6,4500.0,93338.93885527483,0.0459939575454358,6.54186326528272e-07,3.3166247903554,6.782329983125268,15,15,1.0,5.590687456106085,1,1,1,"Enterobacteria~phage~RB69,Escherichia~phage~APCEc01,Escherichia~phage~vB_EcoM_JS09,Escherichia~phage~vB_EcoM_PhAPEC2,Shigella~phage~SHSML-52-1,Shigella~phage~Shf125875"
250,VC_300_0,2,211.8511478406181,0,1.0,0.0,2.0,2.0,1,1,1.0,2.0,1,1,1,"Polaribacter~phage~P12002L,Polaribacter~phage~P12002S"
251,VC_301_0,2,178.1780619124761,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Propionibacterium~phage~PFR1,Propionibacterium~phage~PFR2"
252,VC_302_0,2,165.88294714378583,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Pseudomonas~phage~PaP2,Pseudomonas~virus~119X"
253,VC_303_0,2,19.309773543783315,0,1.0,0.0,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Pyrobaculum~spherical~virus,Thermoproteus~tenax~spherical~virus~1"
254,VC_304_0,2,6.2897592944374034,0,1.0,0.0,5.656854249492381,5.656854249492381,1,1,1.0,5.656854249492381,1,1,1,"Shewanella~sp.~phage~1/44,Stenotrophomonas~phage~S1"
255,VC_305_0,2,67.72746492259719,0,1.0,0.0,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Sulfolobus~turreted~icosahedral~virus~1,Sulfolobus~turreted~icosahedral~virus~2"
256,VC_306_0,2,300.0,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Thermus~phage~TMA,Thermus~phage~phiYS40"
257,VC_307_0,2,81.13035744208365,0,1.0,0.0,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"Thermus~virus~IN93,Thermus~virus~P23-77"
258,VC_308_0,2,300.0,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Thermus~virus~P23-45,Thermus~virus~P74-26"
259,VC_309_0,2,28.837413145126014,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Vibrio~phage~VFJ,Vibrio~phage~fs2"
260,VC_30_0,3,900.0,16885.04611582908,0.05060431073040516,0.0015316875789137302,5.291502622129181,7.3484692283495345,3,3,1.0,6.424407143729838,1,1,1,"Prochlorococcus~phage~MED4-213,Prochlorococcus~phage~P-HM1,Prochlorococcus~phage~P-HM2"
261,VC_30_13,4,1800.0,29107.301297353246,0.0582386660900136,4.575954236252803e-05,4.242640687119285,8.660254037844387,6,6,1.0,6.8033142239918005,1,1,1,"Synechococcus~phage~ACG-2014e,Synechococcus~phage~ACG-2014i,Synechococcus~phage~ACG-2014j,Synechococcus~phage~S-CAM4"
262,VC_30_15,2,300.0,15474.306787009691,0.019018268381026618,0.04423913467847698,8.246211251235321,8.246211251235321,1,1,1.0,8.246211251235321,1,1,1,"Synechococcus~phage~S-CAM1,Synechococcus~phage~S-CAM3"
